lat,lon,kind
45.4509909,9.0836783,supermarket
45.4835145,9.1680339,school
45.4568975,9.1873205,pharmacy
45.4367836,9.1916515,supermarket
45.5752616,9.1796933,pharmacy
45.5539975,9.4366696,pharmacy
45.5479087,9.4364089,pharmacy
45.4676975,9.2323004,pharmacy
45.4513764,9.204,pharmacy
45.4812895,9.2296971,school
45.438976,9.095273,doctors
45.4782902,9.2149939,pharmacy
45.4661264,9.1638637,pharmacy
45.5216555,9.3629601,marketplace
45.53482,9.4123966,doctors
45.4743957,9.2086146,supermarket
45.4771276,9.2167665,pharmacy
45.4913598,9.2125797,pharmacy
45.4930194,9.2160432,pharmacy
45.4396401,9.0903127,pharmacy
45.4295366,9.2028363,pharmacy
45.5451779,9.1868062,doctors
45.432237,9.2026589,supermarket
45.5254657,9.2878609,marketplace
45.449481,9.1444642,pharmacy
45.4460549,9.1349658,pharmacy
45.5203251,9.3582035,doctors
45.5149654,9.1426485,supermarket
45.5154568,9.1397985,supermarket
45.4528551,9.1735685,school
45.4782652,9.1471752,pharmacy
45.4132258,9.2676688,pharmacy
45.546582,9.2187255,school
45.5473486,9.2188327,school
45.5271394,8.9902444,supermarket
45.5267239,8.9952278,pharmacy
45.5365196,9.0190606,supermarket
45.4677449,9.1698796,pharmacy
45.454681,9.2019817,school
45.4533526,9.1643452,pharmacy
45.514754,9.2866487,doctors
45.4444982,9.0952627,pharmacy
45.6093548,9.1618318,pharmacy
45.5981467,9.145912,pharmacy
45.4748829,9.2174501,supermarket
45.488093,9.2301171,supermarket
45.4603751,9.1888795,pharmacy
45.4623356,9.2176495,pharmacy
45.5503368,9.1548489,supermarket
45.6088611,9.1308494,supermarket
45.4810081,9.2167889,pharmacy
45.4516515,9.2092942,supermarket
45.4643077,9.2032723,school
45.493275,9.1510251,supermarket
45.490853,9.1465887,pharmacy
45.49114,9.1474591,pharmacy
45.5847934,9.2750068,pharmacy
45.5844612,9.2771025,pharmacy
45.5840527,9.2793193,pharmacy
45.577355,9.2714635,pharmacy
45.5796365,9.2726404,pharmacy
45.5851028,9.2814563,pharmacy
45.5843741,9.2807289,pharmacy
45.5845639,9.2708514,pharmacy
45.5335866,9.407972,supermarket
45.4545561,9.1512909,supermarket
45.5839574,9.2771334,doctors
45.5851445,9.2766032,school
45.4968296,9.2306411,supermarket
45.4675339,9.1943721,school
45.4616435,9.1552734,pharmacy
45.4589948,9.1600849,pharmacy
45.5916542,9.2700061,doctors
45.4677665,9.1760661,pharmacy
45.4785086,9.2089003,pharmacy
45.5642326,9.2650166,pharmacy
45.5612048,9.2569286,pharmacy
45.581273,9.2902096,pharmacy
45.5835891,9.2650924,pharmacy
45.457542,9.2130036,pharmacy
45.457725,9.2131405,supermarket
45.481446,9.1852875,pharmacy
45.5829539,9.2792557,doctors
45.4921114,9.1930404,pharmacy
45.4924321,9.1888657,pharmacy
45.4995989,9.2241088,supermarket
45.5915239,9.2738839,school
45.5878379,9.2850217,supermarket
45.5848329,9.2710451,clinic
45.4558149,9.183626,supermarket
45.5819493,9.2896041,clinic
45.5873054,9.2680685,pharmacy
45.5854007,9.2658091,supermarket
45.4888649,9.1932183,supermarket
45.6510625,9.201046,pharmacy
45.465619,9.2203743,supermarket
45.4480501,9.2124663,supermarket
45.5815625,9.2687254,pharmacy
45.4512515,9.1805929,school
45.4497007,9.2117074,pharmacy
45.4765159,9.1919628,pharmacy
45.4571473,9.1045182,doctors
45.463955,9.1691011,university
45.4670326,9.2303808,pharmacy
45.5801549,9.2700226,school
45.5785104,9.2695318,school
45.5661674,9.2617576,clinic
45.4719418,9.1878197,university
45.4833583,9.2182749,pharmacy
45.4942978,9.1856637,marketplace
45.5734562,9.2685076,pharmacy
45.4860489,9.2003229,supermarket
45.4562363,9.1742916,pharmacy
45.4834466,9.1896223,supermarket
45.4617877,9.1823933,school
45.4564351,9.1867862,school
45.5312111,9.1971875,marketplace
45.4491335,9.1633217,pharmacy
45.5254998,9.1721379,school
45.4978231,9.4315354,marketplace
45.4835836,9.224867,supermarket
45.4818433,9.234163,pharmacy
45.4367981,9.1542119,supermarket
45.4174523,9.2724211,school
45.4183916,9.2739474,school
45.5895672,9.268397,pharmacy
45.4863149,9.3266014,supermarket
45.5741448,9.2836543,supermarket
45.5808855,9.2947207,supermarket
45.4731754,9.1587027,supermarket
45.4660779,9.1507356,pharmacy
45.4661018,9.1504734,supermarket
45.5762299,9.2657584,pharmacy
45.4730513,9.2351853,pharmacy
45.4421552,9.1553251,pharmacy
45.4660854,9.1762733,pharmacy
45.4668625,9.1720033,clinic
45.4852865,9.2163871,supermarket
45.4681956,9.2185021,pharmacy
45.4966178,9.2101135,doctors
45.5398451,9.1725023,doctors
45.4975689,9.1840142,pharmacy
45.4697427,9.1541088,pharmacy
45.451589,9.1746769,pharmacy
45.4637896,9.2304331,pharmacy
45.5178719,9.1693469,school
45.4970886,9.1879532,supermarket
45.4741532,9.2113031,supermarket
45.5310767,9.1416407,pharmacy
45.4695035,9.2299387,supermarket
45.5881354,9.2873584,pharmacy
45.5105777,9.1761232,pharmacy
