lat,lon,population,reachable_pois
45.40288,9.119161,110.0,1358
45.406778,9.119169,128.0,1486
45.410676,9.119177,392.0,1365
45.414573,9.119185,627.0,1343
45.418471,9.119194,688.0,1341
45.422369,9.119202,981.0,1474
45.426266,9.11921,975.0,1501
45.430164,9.119218,1919.0,1602
45.434061,9.119226,1977.0,1668
45.437959,9.119235,1534.0,1736
45.441857,9.119243,1258.0,1716
45.445754,9.119251,1145.0,1736
45.449652,9.119259,789.0,1707
45.45355,9.119267,810.0,1824
45.457447,9.119276,1686.0,1934
45.461345,9.119284,1705.0,1858
45.465243,9.119292,1457.0,1686
45.46914,9.1193,1352.0,1754
45.473038,9.119309,1171.0,1940
45.476935,9.119317,708.0,2030
45.480833,9.119325,700.0,1864
45.484731,9.119333,557.0,1800
45.488628,9.119341,562.0,1857
45.492526,9.11935,1131.0,2061
45.496423,9.119358,1310.0,1983
45.500321,9.119366,1051.0,1752
45.504219,9.119374,622.0,1698
45.508116,9.119383,628.0,1562
45.512014,9.119391,598.0,1338
45.515911,9.119399,611.0,1212
45.519809,9.119407,697.0,1116
45.523707,9.119416,703.0,661
45.527604,9.119424,658.0,419
45.531502,9.119432,607.0,326
45.535399,9.11944,658.0,569
45.539297,9.119449,1033.0,540
45.543194,9.119457,1037.0,211
45.547092,9.119465,655.0,177
45.55099,9.119473,590.0,131
45.593863,9.119564,1085.0,10
45.59776,9.119573,1095.0,138
45.601658,9.119581,728.0,207
45.605555,9.119589,722.0,178
45.609453,9.119597,444.0,123
45.61335,9.119606,309.0,173
45.617248,9.119614,268.0,148
45.621145,9.119622,177.0,102
45.400926,9.123948,143.0,1323
45.404824,9.123957,484.0,1508
45.408722,9.123965,484.0,1451
45.412619,9.123974,590.0,1424
45.416517,9.123982,590.0,1414
45.420415,9.123991,678.0,1468
45.424312,9.123999,711.0,1542
45.42821,9.124008,651.0,1618
45.432108,9.124016,542.0,1594
45.436005,9.124025,588.0,1729
45.439903,9.124033,1475.0,1801
45.4438,9.124042,1475.0,1826
45.447698,9.124051,1597.0,1837
45.451596,9.124059,1627.0,1815
45.455493,9.124068,1530.0,1914
45.459391,9.124076,1401.0,1920
45.463289,9.124085,1432.0,1827
45.467186,9.124093,1708.0,1750
45.471084,9.124102,1708.0,1844
45.474981,9.12411,694.0,1952
45.478879,9.124119,528.0,1923
45.482777,9.124128,631.0,1773
45.486674,9.124136,730.0,1978
45.490572,9.124145,789.0,2033
45.494469,9.124153,1106.0,1993
45.498367,9.124162,1107.0,1839
45.502265,9.12417,838.0,1734
45.506162,9.124179,813.0,1641
45.51006,9.124187,881.0,1509
45.513957,9.124196,927.0,1459
45.517855,9.124205,867.0,1461
45.521753,9.124213,654.0,1209
45.52565,9.124222,654.0,817
45.529548,9.12423,673.0,778
45.533445,9.124239,674.0,765
45.537343,9.124248,956.0,919
45.54124,9.124256,1095.0,732
45.545138,9.124265,936.0,211
45.549036,9.124273,539.0,148
45.595806,9.124376,1160.0,136
45.599704,9.124385,977.0,190
45.603601,9.124394,743.0,292
45.607499,9.124402,697.0,161
45.611396,9.124411,309.0,130
45.615294,9.12442,309.0,151
45.619191,9.124428,192.0,116
45.40287,9.128744,411.0,1537
45.406767,9.128753,484.0,1495
45.410665,9.128762,536.0,1481
45.414563,9.128771,590.0,1347
45.41846,9.12878,607.0,1447
45.422358,9.128788,711.0,1555
45.426256,9.128797,711.0,1494
45.430153,9.128806,558.0,1429
45.437949,9.128824,1079.0,1814
45.441846,9.128833,1475.0,1979
45.445744,9.128842,1506.0,1978
45.449642,9.12885,1627.0,1906
45.453539,9.128859,1627.0,1842
45.457437,9.128868,1411.0,1964
45.461334,9.128877,1401.0,1966
45.465232,9.128886,1601.0,1805
45.46913,9.128895,1708.0,1849
45.473027,9.128904,1389.0,1971
45.476925,9.128913,528.0,2098
45.480823,9.128922,529.0,1914
45.48472,9.12893,729.0,1913
45.488618,9.128939,730.0,2102
45.492515,9.128948,1006.0,2006
45.496413,9.128957,1111.0,1862
45.500311,9.128966,1012.0,1782
45.504208,9.128975,813.0,1680
45.508106,9.128984,819.0,1604
45.512003,9.128993,965.0,1572
45.515901,9.129002,973.0,1580
45.519799,9.12901,716.0,1565
45.523696,9.129019,660.0,1271
45.527594,9.129028,679.0,1004
45.531491,9.129037,718.0,1123
45.535389,9.129046,763.0,1082
45.539286,9.129055,1072.0,1137
45.543184,9.129064,1069.0,673
45.547082,9.129073,623.0,186
45.550979,9.129082,542.0,113
45.554877,9.129091,320.0,197
45.558774,9.1291,108.0,221
45.59775,9.129189,1117.0,219
45.601647,9.129198,635.0,194
45.605545,9.129207,609.0,152
45.609442,9.129216,477.0,117
